335,194,64,153
335,194,64,153
334,194,64,153
334,194,64,153
333,194,64,153
331,193,64,153
330,193,64,153
329,194,64,153
329,192,64,153
329,193,64,153
330,194,64,153
330,195,64,153
331,196,64,153
332,200,61,145
333,200,61,145
331,199,61,145
332,198,61,145
331,197,61,145
328,197,61,145
324,192,64,153
322,193,64,153
320,192,64,153
318,192,64,153
314,189,64,153
311,186,64,153
