218,169,252,169,218,250,252,250
219,171,253,171,219,252,253,252
220,169,254,169,220,250,254,250
223,168,257,168,223,249,257,249
222,168,256,168,222,249,256,249
224,165,258,165,224,246,258,246
224,164,258,164,224,245,258,245
227,163,261,163,227,244,261,244
230,165,264,165,230,246,264,246
230,163,264,163,230,244,264,244
232,163,266,163,232,244,266,244
234,165,268,165,234,246,268,246
238,166,272,166,238,247,272,247
239,169,273,169,239,250,273,250
242,169,276,169,242,250,276,250
244,167,278,167,244,248,278,248
244,163,278,163,244,244,278,244
248,165,282,165,248,246,282,246
251,164,285,164,251,245,285,245
250,163,284,163,250,244,284,244
253,164,287,164,253,245,287,245
253,164,287,164,253,245,287,245
253,163,287,163,253,244,287,244
255,162,289,162,255,243,289,243
258,160,292,160,258,241,292,241
260,157,294,157,260,238,294,238
264,156,298,156,264,237,298,237
266,154,300,154,266,235,300,235
267,153,301,153,267,234,301,234
271,152,305,152,271,233,305,233
271,152,305,152,271,233,305,233
277,158,311,158,277,239,311,239
278,157,312,157,278,238,312,238
279,157,313,157,279,238,313,238
282,158,316,158,282,239,316,239
284,158,318,158,284,239,318,239
284,156,318,156,284,237,318,237
283,154,317,154,283,235,317,235
282,154,316,154,282,235,316,235
282,153,316,153,282,234,316,234
282,154,316,154,282,235,316,235
280,155,314,155,280,236,314,236
279,151,313,151,279,232,313,232
280,153,314,153,280,234,314,234
281,155,315,155,281,236,315,236
279,149,313,149,279,230,313,230
281,149,315,149,281,230,315,230
281,150,315,150,281,231,315,231
282,149,316,149,282,230,316,230
281,149,315,149,281,230,315,230
281,151,315,151,281,232,315,232
282,156,316,156,282,237,316,237
282,157,316,157,282,238,316,238
283,158,317,158,283,239,317,239
283,159,317,159,283,240,317,240
283,159,317,159,283,240,317,240
283,159,317,159,283,240,317,240
282,160,316,160,282,241,316,241
283,159,317,159,283,240,317,240
281,159,315,159,281,240,315,240
281,158,315,158,281,239,315,239
281,158,315,158,281,239,315,239
284,158,318,158,284,239,318,239
283,157,317,157,283,238,317,238
286,157,320,157,286,238,320,238
283,159,317,159,283,240,317,240
283,161,317,161,283,242,317,242
284,163,318,163,284,244,318,244
285,167,319,167,285,248,319,248
286,170,320,170,286,251,320,251
286,170,320,170,286,251,320,251
285,169,319,169,285,250,319,250
285,169,319,169,285,250,319,250
282,171,316,171,282,252,316,252
281,169,315,169,281,250,315,250
281,169,315,169,281,250,315,250
280,169,314,169,280,250,314,250
278,169,312,169,278,250,312,250
278,169,312,169,278,250,312,250
278,168,312,168,278,249,312,249
277,169,311,169,277,250,311,250
277,172,311,172,277,253,311,253
277,177,311,177,277,258,311,258
274,179,308,179,274,260,308,260
274,180,308,180,274,261,308,261
273,180,307,180,273,261,307,261
273,179,307,179,273,260,307,260
273,180,307,180,273,261,307,261
272,182,306,182,272,263,306,263
269,182,303,182,269,263,303,263
267,182,301,182,267,263,301,263
267,181,301,181,267,262,301,262
262,181,296,181,262,262,296,262
261,180,295,180,261,261,295,261
259,180,293,180,259,261,293,261
255,182,289,182,255,263,289,263
253,182,287,182,253,263,287,263
253,185,287,185,253,266,287,266
250,189,284,189,250,270,284,270
249,189,283,189,249,270,283,270
248,188,282,188,248,269,282,269
246,191,280,191,246,272,280,272
244,189,278,189,244,270,278,270
241,191,275,191,241,272,275,272
241,190,275,190,241,271,275,271
237,193,271,193,237,274,271,274
236,194,270,194,236,275,270,275
234,194,268,194,234,275,268,275
230,193,264,193,230,274,264,274
229,193,263,193,229,274,263,274
227,192,261,192,227,273,261,273
224,188,258,188,224,269,258,269
226,186,260,186,226,267,260,267
222,188,256,188,222,269,256,269
221,189,255,189,221,270,255,270
221,191,255,191,221,272,255,272
217,192,251,192,217,273,251,273
216,195,250,195,216,276,250,276
213,199,247,199,213,280,247,280
211,201,245,201,211,282,245,282
209,202,243,202,209,283,243,283
206,203,240,203,206,284,240,284
202,201,236,201,202,282,236,282
200,203,234,203,200,284,234,284
197,204,231,204,197,285,231,285
198,204,232,204,198,285,232,285
197,203,231,203,197,284,231,284
196,203,230,203,196,284,230,284
196,199,230,199,196,280,230,280
194,196,228,196,194,277,228,277
194,196,228,196,194,277,228,277
194,196,228,196,194,277,228,277
193,199,227,199,193,280,227,280
193,193,227,193,193,274,227,274
193,194,227,194,193,275,227,275
192,199,226,199,192,280,226,280
192,199,226,199,192,280,226,280
192,201,226,201,192,282,226,282
193,198,227,198,193,279,227,279
191,197,225,197,191,278,225,278
192,195,226,195,192,276,226,276
191,193,225,193,191,274,225,274
189,194,223,194,189,275,223,275
191,193,225,193,191,274,225,274
190,193,224,193,190,274,224,274
190,193,224,193,190,274,224,274
188,198,222,198,188,279,222,279
191,199,225,199,191,280,225,280
191,198,225,198,191,279,225,279
191,193,225,193,191,274,225,274
193,193,227,193,193,274,227,274
193,191,227,191,193,272,227,272
193,192,227,192,193,273,227,273
192,194,226,194,192,275,226,275
194,193,228,193,194,274,228,274
192,195,226,195,192,276,226,276
193,200,227,200,193,281,227,281
191,202,225,202,191,283,225,283
191,207,225,207,191,288,225,288
188,206,222,206,188,287,222,287
186,208,220,208,186,289,220,289
185,209,219,209,185,290,219,290
182,212,216,212,182,293,216,293
178,213,212,213,178,294,212,294
174,212,208,212,174,293,208,293
173,212,207,212,173,293,207,293
169,215,203,215,169,296,203,296
165,216,199,216,165,297,199,297
163,215,197,215,163,296,197,296
160,215,194,215,160,296,194,296
160,214,194,214,160,295,194,295
157,215,191,215,157,296,191,296
153,214,187,214,153,295,187,295
153,214,187,214,153,295,187,295
152,212,186,212,152,293,186,293
150,214,184,214,150,295,184,295
147,214,181,214,147,295,181,295
146,214,180,214,146,295,180,295
145,216,179,216,145,297,179,297
143,217,177,217,143,298,177,298
141,219,175,219,141,300,175,300
137,219,171,219,137,300,171,300
135,218,169,218,135,299,169,299
133,220,167,220,133,301,167,301
130,219,164,219,130,300,164,300
129,217,163,217,129,298,163,298
132,218,166,218,132,299,166,299
129,218,163,218,129,299,163,299
131,219,165,219,131,300,165,300
130,218,164,218,130,299,164,299
130,219,164,219,130,300,164,300
132,219,166,219,132,300,166,300
132,219,166,219,132,300,166,300
133,220,167,220,133,301,167,301
133,224,167,224,133,305,167,305
135,225,169,225,135,306,169,306
135,225,169,225,135,306,169,306
136,225,170,225,136,306,170,306
139,225,173,225,139,306,173,306
138,225,172,225,138,306,172,306
140,227,174,227,140,308,174,308
140,227,174,227,140,308,174,308
142,228,176,228,142,309,176,309
143,226,177,226,143,307,177,307
141,226,175,226,141,307,175,307
143,226,177,226,143,307,177,307
144,227,178,227,144,308,178,308
144,228,178,228,144,309,178,309
146,227,180,227,146,308,180,308
144,228,178,228,144,309,178,309
144,228,178,228,144,309,178,309
142,227,176,227,142,308,176,308
145,227,179,227,145,308,179,308
146,228,180,228,146,309,180,309
142,228,176,228,142,309,176,309
142,227,176,227,142,308,176,308
141,227,175,227,141,308,175,308
138,227,172,227,138,308,172,308
139,225,173,225,139,306,173,306
138,225,172,225,138,306,172,306
141,225,175,225,141,306,175,306
140,225,174,225,140,306,174,306
141,225,175,225,141,306,175,306
140,224,174,224,140,305,174,305
139,226,173,226,139,307,173,307
139,225,173,225,139,306,173,306
142,226,176,226,142,307,176,307
141,227,175,227,141,308,175,308
142,227,176,227,142,308,176,308
142,227,176,227,142,308,176,308
142,227,176,227,142,308,176,308
144,229,178,229,144,310,178,310
144,230,178,230,144,311,178,311
144,231,178,231,144,312,178,312
145,229,179,229,145,310,179,310
146,229,180,229,146,310,180,310
147,231,181,231,147,312,181,312
148,232,182,232,148,313,182,313
148,232,182,232,148,313,182,313
148,232,182,232,148,313,182,313
150,233,184,233,150,314,184,314
150,233,184,233,150,314,184,314
151,232,185,232,151,313,185,313
150,233,184,233,150,314,184,314
152,234,186,234,152,315,186,315
151,235,185,235,151,316,185,316
153,237,187,237,153,318,187,318
153,237,187,237,153,318,187,318
151,239,185,239,151,320,185,320
154,237,188,237,154,318,188,318
154,236,188,236,154,317,188,317
152,236,186,236,152,317,186,317
153,235,187,235,153,316,187,316
156,236,190,236,156,317,190,317
154,237,188,237,154,318,188,318
154,237,188,237,154,318,188,318
154,237,188,237,154,318,188,318
154,237,188,237,154,318,188,318
153,237,187,237,153,318,187,318
153,240,187,240,153,321,187,321
149,238,183,238,149,319,183,319
150,239,184,239,150,320,184,320
152,238,186,238,152,319,186,319
152,236,186,236,152,317,186,317
155,236,189,236,155,317,189,317
155,234,189,234,155,315,189,315
155,233,189,233,155,314,189,314
154,230,188,230,154,311,188,311
155,235,189,235,155,316,189,316
159,235,193,235,159,316,193,316
158,234,192,234,158,315,192,315
160,234,194,234,160,315,194,315
160,234,194,234,160,315,194,315
159,236,193,236,159,317,193,317
161,233,195,233,161,314,195,314
162,233,196,233,162,314,196,314
162,234,196,234,162,315,196,315
163,235,197,235,163,316,197,316
165,234,199,234,165,315,199,315
162,234,196,234,162,315,196,315
166,235,200,235,166,316,200,316
166,234,200,234,166,315,200,315
166,234,200,234,166,315,200,315
166,235,200,235,166,316,200,316
166,234,200,234,166,315,200,315
166,234,200,234,166,315,200,315
167,234,201,234,167,315,201,315
169,235,203,235,169,316,203,316
171,235,205,235,171,316,205,316
173,234,207,234,173,315,207,315
174,233,208,233,174,314,208,314
177,235,211,235,177,316,211,316
177,235,211,235,177,316,211,316
178,237,212,237,178,318,212,318
181,236,215,236,181,317,215,317
182,235,216,235,182,316,216,316
185,235,219,235,185,316,219,316
186,238,220,238,186,319,220,319
187,234,221,234,187,315,221,315
188,236,222,236,188,317,222,317
189,235,223,235,189,316,223,316
192,235,226,235,192,316,226,316
193,235,227,235,193,316,227,316
195,234,229,234,195,315,229,315
197,234,231,234,197,315,231,315
200,234,234,234,200,315,234,315
202,232,236,232,202,313,236,313
202,233,236,233,202,314,236,314
203,233,237,233,203,314,237,314
205,230,239,230,205,311,239,311
210,229,244,229,210,310,244,310
210,231,244,231,210,312,244,312
213,231,247,231,213,312,247,312
215,230,249,230,215,311,249,311
216,230,250,230,216,311,250,311
220,232,254,232,220,313,254,313
224,234,258,234,224,315,258,315
226,232,260,232,226,313,260,313
227,235,261,235,227,316,261,316
233,238,267,238,233,319,267,319
239,238,273,238,239,319,273,319
238,240,272,240,238,321,272,321
246,238,280,238,246,319,280,319
251,238,285,238,251,319,285,319
258,237,292,237,258,318,292,318
264,235,298,235,264,316,298,316
270,235,304,235,270,316,304,316
276,235,310,235,276,316,310,316
281,235,315,235,281,316,315,316
287,234,321,234,287,315,321,315
294,234,328,234,294,315,328,315
300,232,334,232,300,313,334,313
306,232,340,232,306,313,340,313
312,230,346,230,312,311,346,311
320,230,354,230,320,311,354,311
322,232,356,232,322,313,356,313
328,231,362,231,328,312,362,312
334,233,368,233,334,314,368,314
339,234,373,234,339,315,373,315
346,235,380,235,346,316,380,316
358,235,392,235,358,316,392,316
367,235,401,235,367,316,401,316
372,235,406,235,372,316,406,316
384,235,418,235,384,316,418,316
393,238,427,238,393,319,427,319
396,238,430,238,396,319,430,319
404,239,438,239,404,320,438,320
412,237,446,237,412,318,446,318
415,237,449,237,415,318,449,318
417,236,451,236,417,317,451,317
414,232,448,232,414,313,448,313
419,232,453,232,419,313,453,313
416,229,450,229,416,310,450,310
415,225,449,225,415,306,449,306
414,223,448,223,414,304,448,304
413,220,447,220,413,301,447,301
413,217,447,217,413,298,447,298
410,215,444,215,410,296,444,296
408,211,442,211,408,292,442,292
405,215,439,215,405,296,439,296
404,212,438,212,404,293,438,293
400,210,434,210,400,291,434,291
399,209,433,209,399,290,433,290
393,204,427,204,393,285,427,285
387,201,421,201,387,282,421,282
384,198,418,198,384,279,418,279
377,196,411,196,377,277,411,277
377,191,411,191,377,272,411,272
374,191,408,191,374,272,408,272
371,193,405,193,371,274,405,274
368,193,402,193,368,274,402,274
367,192,401,192,367,273,401,273
366,193,400,193,366,274,400,274
364,193,398,193,364,274,398,274
363,194,397,194,363,275,397,275
361,192,395,192,361,273,395,273
361,192,395,192,361,273,395,273
361,189,395,189,361,270,395,270
359,190,393,190,359,271,393,271
358,186,392,186,358,267,392,267
357,184,391,184,357,265,391,265
355,184,389,184,355,265,389,265
352,183,386,183,352,264,386,264
351,181,385,181,351,262,385,262
350,180,384,180,350,261,384,261
348,181,382,181,348,262,382,262
349,182,383,182,349,263,383,263
348,182,382,182,348,263,382,263
348,182,382,182,348,263,382,263
349,183,383,183,349,264,383,264
348,182,382,182,348,263,382,263
345,181,379,181,345,262,379,262
345,181,379,181,345,262,379,262
345,181,379,181,345,262,379,262
345,180,379,180,345,261,379,261
344,180,378,180,344,261,378,261
343,179,377,179,343,260,377,260
343,178,377,178,343,259,377,259
338,181,372,181,338,262,372,262
339,180,373,180,339,261,373,261
338,182,372,182,338,263,372,263
337,182,371,182,337,263,371,263
338,185,372,185,338,266,372,266
336,182,370,182,336,263,370,263
334,184,368,184,334,265,368,265
337,183,371,183,337,264,371,264
335,186,369,186,335,267,369,267
334,189,368,189,334,270,368,270
332,185,366,185,332,266,366,266
332,188,366,188,332,269,366,269
331,189,365,189,331,270,365,270
330,190,364,190,330,271,364,271
328,189,362,189,328,270,362,270
328,190,362,190,328,271,362,271
325,186,359,186,325,267,359,267
325,187,359,187,325,268,359,268
323,185,357,185,323,266,357,266
320,184,354,184,320,265,354,265
319,183,353,183,319,264,353,264
318,183,352,183,318,264,352,264
319,183,353,183,319,264,353,264
317,183,351,183,317,264,351,264
319,185,353,185,319,266,353,266
317,185,351,185,317,266,351,266
317,187,351,187,317,268,351,268
314,184,348,184,314,265,348,265
312,189,346,189,312,270,346,270
310,188,344,188,310,269,344,269
310,188,344,188,310,269,344,269
306,188,340,188,306,269,340,269
304,188,338,188,304,269,338,269
302,185,336,185,302,266,336,266
301,185,335,185,301,266,335,266
299,183,333,183,299,264,333,264
299,182,333,182,299,263,333,263
298,181,332,181,298,262,332,262
298,177,332,177,298,258,332,258
296,178,330,178,296,259,330,259
297,177,331,177,297,258,331,258
297,177,331,177,297,258,331,258
298,176,332,176,298,257,332,257
298,178,332,178,298,259,332,259
299,180,333,180,299,261,333,261
299,181,333,181,299,262,333,262
297,181,331,181,297,262,331,262
298,183,332,183,298,264,332,264
298,183,332,183,298,264,332,264
297,182,331,182,297,263,331,263
296,182,330,182,296,263,330,263
293,179,327,179,293,260,327,260
293,178,327,178,293,259,327,259
292,177,326,177,292,258,326,258
293,173,327,173,293,254,327,254
293,171,327,171,293,252,327,252
295,170,329,170,295,251,329,251
296,169,330,169,296,250,330,250
295,168,329,168,295,249,329,249
296,171,330,171,296,252,330,252
297,172,331,172,297,253,331,253
298,172,332,172,298,253,332,253
299,173,333,173,299,254,333,254
301,173,335,173,301,254,335,254
304,171,338,171,304,252,338,252
307,169,341,169,307,250,341,250
311,165,345,165,311,246,345,246
313,165,347,165,313,246,347,246
314,167,348,167,314,248,348,248
315,165,349,165,315,246,349,246
319,166,353,166,319,247,353,247
322,168,356,168,322,249,356,249
326,167,360,167,326,248,360,248
327,169,361,169,327,250,361,250
328,167,362,167,328,248,362,248
329,166,363,166,329,247,363,247
329,164,363,164,329,245,363,245
331,166,365,166,331,247,365,247
335,164,369,164,335,245,369,245
336,164,370,164,336,245,370,245
337,162,371,162,337,243,371,243
338,160,372,160,338,241,372,241
335,159,369,159,335,240,369,240
335,160,369,160,335,241,369,241
334,155,368,155,334,236,368,236
332,153,366,153,332,234,366,234
330,152,364,152,330,233,364,233
329,149,363,149,329,230,363,230
326,143,360,143,326,224,360,224
328,142,362,142,328,223,362,223
329,142,363,142,329,223,363,223
329,143,363,143,329,224,363,224
331,145,365,145,331,226,365,226
330,146,364,146,330,227,364,227
331,149,365,149,331,230,365,230
331,153,365,153,331,234,365,234
330,157,364,157,330,238,364,238
331,161,365,161,331,242,365,242
330,163,364,163,330,244,364,244
332,166,366,166,332,247,366,247
331,168,365,168,331,249,365,249
331,168,365,168,331,249,365,249
334,169,368,169,334,250,368,250
333,169,367,169,333,250,367,250
333,168,367,168,333,249,367,249
333,166,367,166,333,247,367,247
333,167,367,167,333,248,367,248
333,165,367,165,333,246,367,246
336,168,370,168,336,249,370,249
337,170,371,170,337,251,371,251
335,171,369,171,335,252,369,252
333,176,367,176,333,257,367,257
332,175,366,175,332,256,366,256
334,177,368,177,334,258,368,258
335,179,369,179,335,260,369,260
335,182,369,182,335,263,369,263
339,186,373,186,339,267,373,267
336,189,370,189,336,270,370,270
339,189,373,189,339,270,373,270
340,192,374,192,340,273,374,273
339,200,373,200,339,281,373,281
341,201,375,201,341,282,375,282
344,205,378,205,344,286,378,286
342,209,376,209,342,290,376,290
343,213,377,213,343,294,377,294
342,212,376,212,342,293,376,293
342,214,376,214,342,295,376,295
346,221,380,221,346,302,380,302
346,218,380,218,346,299,380,299
346,220,380,220,346,301,380,301
346,223,380,223,346,304,380,304
347,224,381,224,347,305,381,305
346,224,380,224,346,305,380,305
347,224,381,224,347,305,381,305
347,225,381,225,347,306,381,306
344,225,378,225,344,306,378,306
347,224,381,224,347,305,381,305
350,223,384,223,350,304,384,304
349,220,383,220,349,301,383,301
351,220,385,220,351,301,385,301
349,221,383,221,349,302,383,302
350,220,384,220,350,301,384,301
350,218,384,218,350,299,384,299
353,217,387,217,353,298,387,298
352,217,386,217,352,298,386,298
352,217,386,217,352,298,386,298
352,217,386,217,352,298,386,298
352,217,386,217,352,298,386,298
351,214,385,214,351,295,385,295
351,217,385,217,351,298,385,298
352,216,386,216,352,297,386,297
352,213,386,213,352,294,386,294
352,213,386,213,352,294,386,294
353,213,387,213,353,294,387,294
351,212,385,212,351,293,385,293
351,208,385,208,351,289,385,289
351,209,385,209,351,290,385,290
351,208,385,208,351,289,385,289
349,210,383,210,349,291,383,291
349,210,383,210,349,291,383,291
349,210,383,210,349,291,383,291
349,211,383,211,349,292,383,292
347,210,381,210,347,291,381,291
349,208,383,208,349,289,383,289
347,209,381,209,347,290,381,290
346,209,380,209,346,290,380,290
347,208,381,208,347,289,381,289
344,208,378,208,344,289,378,289
346,207,380,207,346,288,380,288
344,206,378,206,344,287,378,287
344,203,378,203,344,284,378,284
345,208,379,208,345,289,379,289
345,207,379,207,345,288,379,288
346,208,380,208,346,289,380,289
344,211,378,211,344,292,378,292
344,215,378,215,344,296,378,296
345,216,379,216,345,297,379,297
344,215,378,215,344,296,378,296
341,212,375,212,341,293,375,293
340,209,374,209,340,290,374,290
339,208,373,208,339,289,373,289
336,206,370,206,336,287,370,287
335,205,369,205,335,286,369,286
331,205,365,205,331,286,365,286
328,203,362,203,328,284,362,284
326,201,360,201,326,282,360,282
326,201,360,201,326,282,360,282
323,198,357,198,323,279,357,279
